name|translation|question|answer
13March_2011_Sunday_tagesschau-4458|und gebietsweise fällt sowohl in der nacht als auch am tag etwas regen oder sprühregen|Wann fällt der Regen laut dem Satz?|Sowohl in der Nacht als auch am Tag.
13March_2011_Sunday_tagesschau-4459|im laufe des tages wird es von süden und südwesten freundlicher es lockert auf der regen wird schwächer und zieht sich nach norden zurück|Was passiert im Laufe des Tages mit dem Regen?|Der Regen wird schwächer und zieht sich nach Norden zurück.
13March_2011_Sunday_tagesschau-4460|der wind weht schwach bis mäßig aus unterschiedlichen richtungen|Wie stark weht der Wind und aus welchen Richtungen?|Der Wind weht schwach bis mäßig aus unterschiedlichen Richtungen.
13March_2011_Sunday_tagesschau-4461|heute nacht neun grad an der ems und drei grad im bergland|Wie viele Grad werden heute Nacht an der Ems erwartet?|Neun Grad.
13March_2011_Sunday_tagesschau-4462|am tag einstellige werte an den küsten siebzehn grad am oberrhein|Was bedeutet es, dass die Temperaturen am Tag einstellige Werte haben?|Es bedeutet, dass die Temperaturen unter zehn Grad liegen.
13March_2011_Sunday_tagesschau-4463|am dienstag im norden und osten dichte wolken und ein paar regentropfen dort wird es kühler und an den küsten weht ein lebhafter wind|Was wird am Dienstag im Norden und Osten erwartet?|Am Dienstag werden dichte Wolken und ein paar Regentropfen erwartet.
13March_2011_Sunday_tagesschau-4464|im süden und westen mal sonne mal wolken|Welche Wetterbedingungen gibt es im Süden und Westen zu verschiedenen Zeiten?|Mal Sonne, mal Wolken.
13March_2011_Sunday_tagesschau-4465|am mittwoch ist es meist stark bewölkt im südosten kommt regen auf dabei ist es im süden und westen nicht mehr ganz so mild|Was wird am Mittwoch im Südosten erwartet?|Im Südosten wird stark bewölktes Wetter mit Regen erwartet.
13March_2011_Sunday_tagesschau-4466|am donnerstag vor allem in der südosthälfte unbeständiges wetter mit regen im bergland schnee|Was für Wetter wird am Donnerstag in der Südosthälfte erwartet?|Unbeständiges Wetter mit Regen und im Bergland Schnee.
24May_2011_Tuesday_tagesschau-4467|und nun die wettervorhersage für morgen mittwoch den fünfundzwanzigsten mai|An welchem Tag wird die Wettervorhersage gegeben?|Am Mittwoch, den fünfundzwanzigsten Mai.
24May_2011_Tuesday_tagesschau-4469|übermorgen erreicht uns dann ein atlantischer tiefausläufer der für teilweise heftige gewitter sorgt|Wann wird der atlantische Tiefausläufer uns erreichen?|Übermorgen.
24May_2011_Tuesday_tagesschau-4470|in küstennähe sowie an den alpen gibt es zunächst noch wolken mit einzelnen schauern|Was wird zunächst an den Küsten und in den Alpen beobachtet?|Zunächst gibt es dort noch Wolken mit einzelnen Schauern.
24May_2011_Tuesday_tagesschau-4471|sonst ist es heute nacht verbreitet klar|Was ist für heute Nacht erwartet?|Es wird verbreitet klar erwartet.
24May_2011_Tuesday_tagesschau-4472|am tag erwartet uns dann viel sonnenschein|Was wird am Tag erwartet?|Viel Sonnenschein.
24May_2011_Tuesday_tagesschau-4473|besonders an den küsten und in alpennähe tauchen hier und da auch mal einige wolken auf aber auch dort bleibt es trocken|Wo tauchen hier und da einige Wolken auf?|An den Küsten und in Alpennähe.
24May_2011_Tuesday_tagesschau-4474|schwacher bis mäßiger an den küsten teilweise frischer wind|Wie ist die Windstärke an den Küsten besch Beschrieben?|Der Wind ist schwach bis mäßig und teilweise frisch.
24May_2011_Tuesday_tagesschau-4475|im norden kommt aus west im süden aus nordost bis ost|Woher kommen die Winde im Norden und Süden?|Im Norden kommen die Winde aus dem Westen, im Süden aus dem Nordosten bis Osten.
24May_2011_Tuesday_tagesschau-4476|in einigen tallagen der mittelgebirge heute nacht temperaturen nahe dem gefrierpunkt in niederbayern bis elf grad|Welche Temperaturen werden heute Nacht in den Tallagen der Mittelgebirge erwartet?|Temperaturen nahe dem Gefrierpunkt bis elf Grad.
24May_2011_Tuesday_tagesschau-4478|der donnerstag beginnt meist noch sonnig bevor sich später von westen einige schauer und gewitter ausbreiten die örtlich auch unwetterartig sein können|Was passiert am Donnerstag meistens zu Beginn des Tages?|Der Donnerstag beginnt meist noch sonnig.
24May_2011_Tuesday_tagesschau-4479|am freitag wechselhaft und deutlich kühler aber am samstag wird es schon wieder etwas freundlicher und auch die temperaturen steigen wieder|Was passiert mit dem Wetter am Freitag und am Samstag?|Am Freitag ist das Wetter wechselhaft und kühler, während es am Samstag freundlicher wird und die Temperaturen steigen.
29June_2011_Wednesday_tagesschau-4480|und nun die wettervorhersage für morgen donnerstag den dreißigsten juni|Wann ist die Wettervorhersage, die erwähnt wird?|Für morgen, Donnerstag, den dreißigsten Juni.
29June_2011_Wednesday_tagesschau-4481|eine kaltfront die für teilweise unwetterartige gewitter und regenfälle sorgt überquert uns in der nacht und morgen tagsüber|Wann überquert die Kaltfront uns?|In der Nacht und morgen tagsüber.
29June_2011_Wednesday_tagesschau-4483|in der nacht regnet es teilweise intensiv mitunter sind noch kräftige gewitter dabei|Wann regnet es teilweise intensiv mitunter sind noch kräftige Gewitter dabei?|In der Nacht.
29June_2011_Wednesday_tagesschau-4484|es muss vor allem an den alpen mit überschwemmungen gerechnet werden|Wo muss mit Überschwemmungen gerechnet werden?|Vor allem an den Alpen.
29June_2011_Wednesday_tagesschau-4485|am tag regnet es in der osthälfte zunächst noch gebietsweise kräftig sonst mal sonne mal wolken und nur stellenweise schauer|Wie wird das Wetter tagsüber in der Osthälfte beschrieben?|Es regnet zunächst gebietsweise kräftig, sonst gibt es mal Sonne, mal Wolken und nur stellenweise Schauer.
29June_2011_Wednesday_tagesschau-4486|der wind weht schwach bis mäßig in der nordosthälfte teilweise frisch|Wie stark weht der Wind in der nordosthälfte zur aktuellen Zeit?|Der Wind weht schwach bis mäßig, teilweise frisch.
29June_2011_Wednesday_tagesschau-4487|heute nacht achtzehn grad in der lausitz und acht grad in der eifel|Wie hoch ist die Temperatur in der Lausitz heute Nacht?|Achtzehn Grad.
29June_2011_Wednesday_tagesschau-4488|am tag fünfzehn grad bei dauerregen und bis vierundzwanzig grad ganz im osten|Welche Temperatur wird am Tag erwartet, und wie ist das Wetter dazu?|Am Tag wird eine Temperatur von fünfzehn Grad erwartet bei Dauerregen.
29June_2011_Wednesday_tagesschau-4491|am samstag regnet es im norden und osten sonst sonne wolken und einzelne schauer|Was wird am Samstag im Norden und Osten erwartet?|Am Samstag wird im Norden und Osten Regen erwartet.
29June_2011_Wednesday_tagesschau-4492|am sonntag ist es im südwesten meist freundlich sonst mehr wolken als sonne und gebietsweise regen|Was ist am Sonntag im Südwesten zu erwarten?|Am Sonntag ist es im Südwesten meist freundlich.
09February_2010_Tuesday_tagesschau-4493|und nun die wettervorhersage für morgen mittwoch den zehnten februar|Wann ist die Wettervorhersage für morgen?|Die Wettervorhersage ist für Mittwoch, den zehnten Februar.
09February_2010_Tuesday_tagesschau-4494|ein neues tief sorgt dafür dass sehr kalte luft bis in den süden deutschlands vordringt|Was passiert, wenn ein neues Tief entsteht?|Es sorgt dafür, dass sehr kalte Luft bis in den Süden Deutschlands vordringt.
09February_2010_Tuesday_tagesschau-4498|heute nacht schneit es gebietsweise leicht im norden und dem südlichen baden württemberg und in bayern teilweise auch mäßig|Wo wird heute Nacht leicht geschneit?|Im Norden und im südlichen Baden-Württemberg.
09February_2010_Tuesday_tagesschau-4499|auch am tag schneit es gebietsweise am häufigsten im norden und nordwesten sowie zwischen alpen und erzgebirge|Wann schneit es gebietsweise am häufigsten?|Am Tag.
09February_2010_Tuesday_tagesschau-4500|der wind weht schwach bis mäßig an den küsten frischer an der see sind stürmische böen und schneeverwehungen möglich|Wie stark weht der Wind an den Küsten und an der See?|Der Wind weht schwach bis mäßig an den Küsten und frisch an der See.
09February_2010_Tuesday_tagesschau-4501|heute nacht werte zwischen minus fünf und minus fünfzehn grad am tag minus ein grad an der ems und minus acht grad im vogtland|Was sind die erwarteten Temperaturen heute Nacht?|Zwischen minus fünf und minus fünfzehn Grad.
09February_2010_Tuesday_tagesschau-4502|am donnerstag schneit es verbreitet leicht bis mäßig im norden ist es weiter windig schneeverwehungen sind möglich|Was passiert am Donnerstag im Norden?|Am Donnerstag schneit es verbreitet leicht bis mäßig und es ist windig.
09February_2010_Tuesday_tagesschau-4503|auch am freitag weitere schneefälle im norden ist es weiter windig|Wann wird es weitere Schneefälle im Norden geben?|Am Freitag.
27April_2010_Tuesday_tagesschau-4505|und nun die wettervorhersage für morgen mittwoch den achtundzwanzigsten april|An welchem Tag bezieht sich die Wettervorhersage?|Auf Mittwoch, den achtundzwanzigsten April.
27April_2010_Tuesday_tagesschau-4506|hoher luftdruck bestimmt unser wetter|Was beeinflusst unser Wetter?|Hoher Luftdruck bestimmt unser Wetter.
27April_2010_Tuesday_tagesschau-4507|das hoch zieht über deutschland hinweg weiter ostwärts|Wohin zieht das Hoch weiter?|Es zieht weiter ostwärts.
27April_2010_Tuesday_tagesschau-4508|es sorgt für viele sonnenstunden morgen dabei strömt wärmere luft zu uns|Was sorgt morgen für viele Sonnenstunden?|Die wärmere Luft, die zu uns strömt.
27April_2010_Tuesday_tagesschau-4509|zum wochenende erwartet uns dann kühles wechselhaftes wetter|Was wird zum Wochenende erwartet?|Kühles, wechselhaftes Wetter.
27April_2010_Tuesday_tagesschau-4510|die nacht verläuft meist klar später ziehen dichtere wolken über den nordwesten regen bringen sie nicht|Wie verläuft die Nacht in der Regel, bevor die Wolken ziehen?|Die Nacht verläuft meist klar.
27April_2010_Tuesday_tagesschau-4511|am tag abgesehen von einigen schleierwolken viel sonne im süden ist es fast wolkenlos nur über die küsten ziehen auch mal dichtere wolken|Was ist am Tag im Süden zu erwarten?|Am Tag ist im Süden viel Sonne und es ist fast wolkenlos.
27April_2010_Tuesday_tagesschau-4512|der wind weht schwach er kommt meist aus süd bis südwest im süden aus ost|Woher kommt der Wind, während er schwach weht?|Der Wind kommt meist aus Süd bis Südwest und im Süden aus Ost.
27April_2010_Tuesday_tagesschau-4513|heute nacht acht grad an der nordsee und ein grad im mittelgebirgsraum stellenweise gibt es bodenfrost|Was wird heute Nacht an der Nordsee erwartet?|Acht Grad Celsius.
27April_2010_Tuesday_tagesschau-4514|am tag fünfzehn bis siebzehn grad an den küsten fünfundzwanzig grad im südwesten|Wie hoch sind die Temperaturen an den Küsten?|Fünfundzwanzig Grad.
27April_2010_Tuesday_tagesschau-4515|am donnerstag warmes sonniges wetter an den küsten ist es wolkiger|Was für Wetter ist am Donnerstag an den Küsten?|Es ist wolkiger.
27April_2010_Tuesday_tagesschau-4516|gegen abend im westen erste schauer und gewitter bis siebenundzwanzig grad|Wann werden die ersten Schauer und Gewitter erwartet?|Gegen Abend.
27April_2010_Tuesday_tagesschau-4517|am freitag vor allem im süden und osten teilweise kräftige und gewittrige regenfälle im norden und westen kühler|Wann treten die kräftigen und gewittrigen Regenfälle auf?|Am Freitag.
27April_2010_Tuesday_tagesschau-4518|am samstag viele wolken einige schauer und gewitter|Was wird am Samstag erwartet?|Viele Wolken, einige Schauer und Gewitter.
18February_2010_Thursday_tagesschau-4519|und nun die wettervorhersage für morgen freitag den neunzehnten februar|Wann ist die Wettervorhersage, die angesprochen wird?|Für morgen, Freitag, den neunzehnten Februar.
18February_2010_Thursday_tagesschau-4520|tiefer luftdruck bestimmt weiterhin unser wetter|Was bestimmt weiterhin unser Wetter?|Tiefer Luftdruck bestimmt weiterhin unser Wetter.
18February_2010_Thursday_tagesschau-4521|dabei fließt noch überwiegend milde luft heran und zunächst fällt meist regen|Was passiert zunächst, während milde Luft heranfließt?|Zunächst fällt meist Regen.
18February_2010_Thursday_tagesschau-4522|morgen abend erreicht uns dann von westen kältere luft und es muss wieder zunehmend mit schnee gerechnet werden|Wann wird die kältere Luft von Westen erwartet?|Morgen Abend.
18February_2010_Thursday_tagesschau-4523|im norden gibt es heute nacht schnee oder regenschauer sonst bleibt es meist trocken hier und da wolkenlücken örtlich ist es neblig|Was wird heute Nacht im Norden erwartet?|Heute Nacht wird im Norden Schnee oder Regenschauer erwartet.
18February_2010_Thursday_tagesschau-4524|es kann glatt werden|Wann kann es glatt werden?|Es kann glatt werden, wenn es regnet oder friert.
18February_2010_Thursday_tagesschau-4525|im süden sind morgen teilweise länger anhaltende regenfälle möglich und dieser regen der vereinzelt gefrieren kann breitet sich im tagesverlauf richtung nordosten aus|Wann sind im Süden teilweise länger anhaltende Regenfälle möglich?|Morgen.
18February_2010_Thursday_tagesschau-4526|gegen abend fällt zum teil bis in tiefe lagen wieder schnee oder schneeregen|Wann fällt wieder Schnee oder Schneeregen?|Gegen Abend.
18February_2010_Thursday_tagesschau-4527|schwacher bis mäßiger in nordwest mitunter frischer wind mit starken böen|Wie ist der Wind im nordwestlichen Bereich beschrieben?|Schwacher bis mäßiger Wind, mitunter frisch, mit starken Böen.
18February_2010_Thursday_tagesschau-4528|in der nacht verbreitet leichter frost entlang des rheins ein bis zwei plusgrade|Was passiert in der Nacht entlang des Rheins?|In der Nacht verbreitet sich leichter Frost und es gibt ein bis zwei Plusgrade.
18February_2010_Thursday_tagesschau-4529|dort morgen bis sieben grad im nordosten werte nahe dem gefrierpunkt|Wie hoch sind die Temperaturen im Nordosten morgen früh?|Morgen früh sind die Temperaturen im Nordosten bis sieben Grad.
18February_2010_Thursday_tagesschau-4530|wechselhaft geht es dann auch ins wochenende gebietsweise fällt schnee zum teil auch bis in die niederungen|Was wird am Wochenende im Vergleich zur Woche erwartet?|Am Wochenende wird wechselhaftes Wetter mit Schnee in einigen Gebieten erwartet.
28October_2009_Wednesday_tagesschau-4534|und nun die wettervorhersage für morgen donnerstag den neunundzwanzigsten oktober|Wann ist die Wettervorhersage angesagt?|Für morgen, Donnerstag, den neunundzwanzigsten Oktober.
28October_2009_Wednesday_tagesschau-4538|im übrigen land teils wolkig teils klar und trocken in manchen regionen bildet sich nebel oder hochnebel|Welche Wetterbedingungen werden im übrigen Land beobachtet?|Im übrigen Land ist es teils wolkig, teils klar und trocken; in manchen Regionen bildet sich Nebel oder Hochnebel.
28October_2009_Wednesday_tagesschau-4545|freitag und samstag erwartet uns im ganzen land ruhiges und weitgehend trockenes wetter|An welchen Tagen wird ruhiges und weitgehend trockenes Wetter erwartet?|Am Freitag und Samstag.
28October_2009_Wednesday_tagesschau-4546|am sonntag eine mischung aus sonne und wolken|Was wird am Sonntag für das Wetter erwartet?|Eine Mischung aus Sonne und Wolken.
